Call number,Customer ID,Duration,Representative,Date of Call,Purchase Amount,Satisfaction Rating,FY,Day of week,
Call_7936,C0003,63,R03,10-Aug-23,27,3.6,2024,Thursday,
Call_7937,C0013,74,R03,12-Aug-23,26,4.3,2024,Saturday,
Call_7938,C0006,134,R04,13-Aug-23,160,4.7,2024,Sunday,
Call_7939,C0012,103,R02,13-Aug-23,200,4.9,2024,Sunday,
Call_7940,C0012,155,R05,16-Aug-23,135,4.9,2024,Wednesday,
Call_7941,C0003,128,R02,17-Aug-23,22,1.9,2024,Thursday,
Call_7942,C0010,89,R04,18-Aug-23,164,4.5,2024,Friday,
Call_7943,C0011,81,R05,18-Aug-23,21,4.9,2024,Friday,
Call_7944,C0010,66,R04,19-Aug-23,120,4.5,2024,Saturday,
Call_7945,C0007,61,R01,19-Aug-23,93,2.7,2024,Saturday,
Call_7946,C0011,128,R01,19-Aug-23,135,2.1,2024,Saturday,
Call_7947,C0012,30,R05,19-Aug-23,210,4.2,2024,Saturday,
Call_7948,C0008,63,R01,20-Aug-23,29,4.7,2024,Sunday,
Call_7949,C0002,64,R03,20-Aug-23,111,3.9,2024,Sunday,
Call_7950,C0014,151,R02,21-Aug-23,63,4.1,2024,Monday,
Call_7951,C0001,116,R04,21-Aug-23,44,3.8,2024,Monday,
Call_7952,C0014,111,R04,23-Aug-23,120,1.8,2024,Wednesday,
Call_7953,C0011,15,R04,23-Aug-23,120,4.1,2024,Wednesday,
Call_7954,C0002,18,R02,24-Aug-23,40,4.4,2024,Thursday,
Call_7955,C0007,146,R01,24-Aug-23,160,4.1,2024,Thursday,
Call_7956,C0012,73,R04,25-Aug-23,44,3.8,2024,Friday,
Call_7957,C0014,108,R02,25-Aug-23,80,4.3,2024,Friday,
Call_7958,C0006,52,R02,26-Aug-23,66,4.5,2024,Saturday,
Call_7959,C0001,165,R03,26-Aug-23,82,3.4,2024,Saturday,
Call_7960,C0007,104,R04,26-Aug-23,66,4.8,2024,Saturday,
Call_7961,C0012,131,R01,26-Aug-23,92,4.9,2024,Saturday,
Call_7962,C0015,80,R03,27-Aug-23,104,4.7,2024,Sunday,
Call_7963,C0011,49,R04,27-Aug-23,105,3.3,2024,Sunday,
Call_7964,C0001,73,R04,27-Aug-23,100,2.8,2024,Sunday,
Call_7965,C0007,117,R03,27-Aug-23,90,4.1,2024,Sunday,
Call_7966,C0005,38,R05,27-Aug-23,110,3.5,2024,Sunday,
Call_7967,C0006,109,R03,29-Aug-23,68,2.3,2024,Tuesday,
Call_7968,C0011,70,R02,30-Aug-23,210,4.1,2024,Wednesday,
Call_7969,C0004,51,R05,30-Aug-23,111,4.3,2024,Wednesday,
Call_7970,C0004,100,R02,31-Aug-23,45,4.9,2024,Thursday,
Call_7971,C0013,124,R05,1-Sep-23,132,4,2024,Friday,
Call_7972,C0003,143,R03,1-Sep-23,20,4.7,2024,Friday,
Call_7973,C0010,96,R04,1-Sep-23,36,3.4,2024,Friday,
Call_7974,C0001,84,R02,3-Sep-23,72,4,2024,Sunday,
Call_7975,C0009,111,R02,3-Sep-23,63,4.5,2024,Sunday,
Call_7976,C0009,103,R05,4-Sep-23,44,4.5,2024,Monday,
Call_7977,C0003,61,R01,4-Sep-23,132,4.9,2024,Monday,
Call_7978,C0012,113,R04,4-Sep-23,46,4.4,2024,Monday,
Call_7979,C0012,96,R04,4-Sep-23,96,2.9,2024,Monday,
Call_7980,C0002,131,R05,5-Sep-23,75,4.4,2024,Tuesday,
Call_7981,C0007,52,R04,6-Sep-23,88,4.3,2024,Wednesday,
Call_7982,C0004,100,R05,6-Sep-23,24,4.7,2024,Wednesday,
Call_7983,C0014,58,R03,6-Sep-23,96,3.2,2024,Wednesday,
Call_7984,C0011,144,R03,7-Sep-23,124,2.3,2024,Thursday,
Call_7985,C0014,53,R01,8-Sep-23,130,3.6,2024,Friday,
Call_7986,C0012,97,R02,8-Sep-23,45,4.6,2024,Friday,
Call_7987,C0005,64,R03,8-Sep-23,66,4,2024,Friday,
Call_7988,C0003,106,R05,8-Sep-23,58,4.7,2024,Friday,
Call_7989,C0001,36,R03,9-Sep-23,152,4.3,2024,Saturday,
Call_7990,C0011,74,R04,9-Sep-23,75,2.8,2024,Saturday,
Call_7991,C0006,143,R02,9-Sep-23,78,4,2024,Saturday,
Call_7992,C0003,94,R01,9-Sep-23,69,3.9,2024,Saturday,
Call_7993,C0015,124,R05,10-Sep-23,46,3.1,2024,Sunday,
Call_7994,C0001,156,R03,10-Sep-23,64,2.7,2024,Sunday,
Call_7995,C0010,107,R02,10-Sep-23,38,4.7,2024,Sunday,
Call_7996,C0003,58,R02,12-Sep-23,90,4.3,2024,Tuesday,
Call_7997,C0013,66,R02,12-Sep-23,32,3.8,2024,Tuesday,
Call_7998,C0002,75,R03,12-Sep-23,120,4.4,2024,Tuesday,
Call_7999,C0010,8,R02,12-Sep-23,31,3.9,2024,Tuesday,
Call_8000,C0005,76,R03,13-Sep-23,108,4.9,2024,Wednesday,
Call_8001,C0003,110,R03,13-Sep-23,180,4.2,2024,Wednesday,
Call_8002,C0013,50,R01,14-Sep-23,124,4,2024,Thursday,
Call_8003,C0007,78,R01,14-Sep-23,23,4.2,2024,Thursday,
Call_8004,C0012,59,R05,15-Sep-23,24,4.8,2024,Friday,
Call_8005,C0007,126,R02,16-Sep-23,52,1.1,2024,Saturday,
Call_8006,C0005,43,R05,17-Sep-23,168,4,2024,Sunday,
Call_8007,C0001,79,R03,19-Sep-23,125,4.8,2024,Tuesday,
Call_8008,C0003,71,R05,20-Sep-23,50,4.2,2024,Wednesday,
Call_8009,C0009,94,R02,21-Sep-23,220,4.6,2024,Thursday,
Call_8010,C0010,108,R05,21-Sep-23,180,4,2024,Thursday,
Call_8011,C0005,76,R02,21-Sep-23,110,3.9,2024,Thursday,
Call_8012,C0012,136,R05,21-Sep-23,36,2.8,2024,Thursday,
Call_8013,C0004,129,R01,22-Sep-23,93,4.7,2024,Friday,
Call_8014,C0010,120,R05,22-Sep-23,38,4.2,2024,Friday,
Call_8015,C0005,108,R01,23-Sep-23,66,3.9,2024,Saturday,
Call_8016,C0007,79,R05,23-Sep-23,215,4.6,2024,Saturday,
Call_8017,C0007,45,R01,23-Sep-23,92,4.3,2024,Saturday,
Call_8018,C0011,96,R05,23-Sep-23,80,3.6,2024,Saturday,
Call_8019,C0011,81,R05,24-Sep-23,123,4.9,2024,Sunday,
Call_8020,C0012,95,R04,24-Sep-23,23,2.4,2024,Sunday,
Call_8021,C0015,159,R02,24-Sep-23,63,4.2,2024,Sunday,
Call_8022,C0008,109,R03,24-Sep-23,52,3.9,2024,Sunday,
Call_8023,C0007,107,R03,24-Sep-23,60,4.2,2024,Sunday,
Call_8024,C0011,67,R01,25-Sep-23,87,3.9,2024,Monday,
Call_8025,C0002,96,R05,26-Sep-23,42,4.5,2024,Tuesday,
Call_8026,C0006,142,R02,27-Sep-23,37,3.8,2024,Wednesday,
Call_8027,C0006,71,R04,27-Sep-23,135,3.9,2024,Wednesday,
Call_8028,C0002,152,R04,27-Sep-23,88,4.7,2024,Wednesday,
Call_8029,C0001,108,R02,27-Sep-23,190,3.2,2024,Wednesday,
Call_8030,C0001,156,R04,27-Sep-23,81,5,2024,Wednesday,
Call_8031,C0006,126,R02,27-Sep-23,44,3.7,2024,Wednesday,
Call_8032,C0005,135,R04,28-Sep-23,92,3.9,2024,Thursday,
Call_8033,C0006,110,R05,29-Sep-23,90,3.1,2024,Friday,
Call_8034,C0015,64,R04,29-Sep-23,112,2,2024,Friday,
Call_8035,C0009,127,R02,29-Sep-23,112,4.6,2024,Friday,
Call_8036,C0008,124,R01,29-Sep-23,48,3.7,2024,Friday,
Call_8037,C0015,125,R02,29-Sep-23,116,4.4,2024,Friday,
Call_8038,C0004,70,R02,29-Sep-23,29,2.1,2024,Friday,
Call_8039,C0009,93,R04,30-Sep-23,170,2.2,2024,Saturday,
Call_8040,C0004,120,R03,30-Sep-23,68,3.4,2024,Saturday,
Call_8041,C0011,96,R05,30-Sep-23,195,2.7,2024,Saturday,
Call_8042,C0014,67,R05,30-Sep-23,96,3.7,2024,Saturday,
Call_8043,C0015,119,R05,30-Sep-23,96,3.1,2024,Saturday,
Call_8044,C0008,61,R01,30-Sep-23,117,4.1,2024,Saturday,
Call_8045,C0011,29,R04,30-Sep-23,80,4.8,2024,Saturday,
Call_8046,C0002,134,R03,30-Sep-23,117,4,2024,Saturday,
Call_8047,C0006,113,R05,1-Oct-23,40,3,2024,Sunday,
Call_8048,C0001,12,R03,1-Oct-23,117,4.8,2024,Sunday,
Call_8049,C0013,78,R04,1-Oct-23,135,4.1,2024,Sunday,
Call_8050,C0015,82,R02,1-Oct-23,99,4.2,2024,Sunday,
Call_8051,C0010,149,R01,1-Oct-23,130,3.3,2024,Sunday,
Call_8052,C0007,56,R03,1-Oct-23,96,4.7,2024,Sunday,
Call_8053,C0011,80,R01,1-Oct-23,128,3.7,2024,Sunday,
Call_8054,C0008,131,R05,1-Oct-23,69,4.7,2024,Sunday,
Call_8055,C0008,109,R05,1-Oct-23,44,4.6,2024,Sunday,
Call_8056,C0007,142,R05,1-Oct-23,44,4.8,2024,Sunday,
Call_8057,C0009,114,R03,2-Oct-23,135,2,2024,Monday,
Call_8058,C0014,93,R01,2-Oct-23,45,3.9,2024,Monday,
Call_8059,C0001,43,R01,2-Oct-23,87,3,2024,Monday,
Call_8060,C0002,78,R04,3-Oct-23,84,4.6,2024,Tuesday,
Call_8061,C0009,89,R05,3-Oct-23,81,3.8,2024,Tuesday,
Call_8062,C0007,82,R02,3-Oct-23,130,4.4,2024,Tuesday,
Call_8063,C0011,86,R05,4-Oct-23,92,2.4,2024,Wednesday,
Call_8064,C0012,57,R04,4-Oct-23,48,4.5,2024,Wednesday,
Call_8065,C0014,103,R03,4-Oct-23,160,4.5,2024,Wednesday,
Call_8066,C0013,138,R04,5-Oct-23,155,2.7,2024,Thursday,
Call_8067,C0010,88,R02,5-Oct-23,100,4.9,2024,Thursday,
Call_8068,C0009,118,R01,5-Oct-23,56,3.7,2024,Thursday,
Call_8069,C0011,4,R05,5-Oct-23,170,3.9,2024,Thursday,
Call_8070,C0001,78,R03,6-Oct-23,74,3.5,2024,Friday,
Call_8071,C0006,69,R05,6-Oct-23,99,2.7,2024,Friday,
Call_8072,C0007,90,R04,6-Oct-23,84,3.9,2024,Friday,
Call_8073,C0006,134,R05,6-Oct-23,35,3.4,2024,Friday,
Call_8074,C0004,65,R01,6-Oct-23,150,5,2024,Friday,
Call_8075,C0005,54,R03,7-Oct-23,176,4.4,2024,Saturday,
Call_8076,C0005,90,R03,7-Oct-23,84,4.3,2024,Saturday,
Call_8077,C0007,66,R03,7-Oct-23,136,4.7,2024,Saturday,
Call_8078,C0011,150,R03,8-Oct-23,70,4.1,2024,Sunday,
Call_8079,C0002,18,R01,8-Oct-23,96,4.8,2024,Sunday,
Call_8080,C0005,87,R01,8-Oct-23,23,4.2,2024,Sunday,
Call_8081,C0013,94,R03,9-Oct-23,120,3.4,2024,Monday,
Call_8082,C0012,56,R03,9-Oct-23,205,3.3,2024,Monday,
Call_8083,C0009,41,R02,10-Oct-23,42,3.8,2024,Tuesday,
Call_8084,C0011,119,R04,10-Oct-23,111,3.9,2024,Tuesday,
Call_8085,C0014,108,R03,10-Oct-23,68,2.5,2024,Tuesday,
Call_8086,C0001,63,R05,10-Oct-23,172,4.9,2024,Tuesday,
Call_8087,C0015,59,R03,10-Oct-23,152,4.8,2024,Tuesday,
Call_8088,C0015,90,R02,10-Oct-23,48,4.7,2024,Tuesday,
Call_8089,C0010,55,R02,10-Oct-23,25,4.7,2024,Tuesday,
Call_8090,C0014,84,R04,11-Oct-23,54,3.3,2024,Wednesday,
Call_8091,C0014,150,R01,11-Oct-23,108,4.7,2024,Wednesday,
Call_8092,C0008,69,R03,11-Oct-23,36,4.5,2024,Wednesday,
Call_8093,C0003,120,R02,12-Oct-23,140,4.6,2024,Thursday,
Call_8094,C0005,126,R04,12-Oct-23,50,4.8,2024,Thursday,
Call_8095,C0008,120,R05,12-Oct-23,195,4.3,2024,Thursday,
Call_8096,C0005,139,R02,13-Oct-23,48,4.7,2024,Friday,
Call_8097,C0010,124,R03,14-Oct-23,29,4.8,2024,Saturday,
Call_8098,C0003,108,R05,14-Oct-23,44,4.7,2024,Saturday,
Call_8099,C0004,132,R01,14-Oct-23,140,4.3,2024,Saturday,
Call_8100,C0001,67,R01,14-Oct-23,105,3.8,2024,Saturday,
Call_8101,C0007,125,R01,14-Oct-23,82,4.6,2024,Saturday,
Call_8102,C0003,23,R05,14-Oct-23,24,2.9,2024,Saturday,
Call_8103,C0011,131,R03,15-Oct-23,205,4.8,2024,Sunday,
Call_8104,C0004,56,R02,15-Oct-23,225,4.9,2024,Sunday,
Call_8105,C0011,70,R03,15-Oct-23,50,3.4,2024,Sunday,
Call_8106,C0011,55,R01,15-Oct-23,80,4.3,2024,Sunday,
Call_8107,C0007,77,R02,15-Oct-23,78,3.9,2024,Sunday,
Call_8108,C0014,133,R03,16-Oct-23,40,3.9,2024,Monday,
Call_8109,C0007,77,R02,16-Oct-23,176,1.5,2024,Monday,
Call_8110,C0015,103,R03,16-Oct-23,78,3,2024,Monday,
Call_8111,C0008,32,R02,16-Oct-23,42,4.2,2024,Monday,
Call_8112,C0014,30,R03,16-Oct-23,38,3.7,2024,Monday,
Call_8113,C0005,87,R04,16-Oct-23,27,4.2,2024,Monday,
Call_8114,C0007,137,R05,17-Oct-23,45,4.4,2024,Tuesday,
Call_8115,C0013,96,R03,17-Oct-23,215,4,2024,Tuesday,
Call_8116,C0010,155,R03,18-Oct-23,72,4.7,2024,Wednesday,
Call_8117,C0014,173,R01,18-Oct-23,160,2.8,2024,Wednesday,
Call_8118,C0010,127,R03,18-Oct-23,165,2.5,2024,Wednesday,
Call_8119,C0004,117,R01,18-Oct-23,120,3.4,2024,Wednesday,
Call_8120,C0003,133,R02,18-Oct-23,117,4.8,2024,Wednesday,
Call_8121,C0002,166,R04,19-Oct-23,29,4.3,2024,Thursday,
Call_8122,C0003,50,R01,19-Oct-23,64,4.5,2024,Thursday,
Call_8123,C0015,43,R02,19-Oct-23,84,3.6,2024,Thursday,
Call_8124,C0013,124,R03,19-Oct-23,42,3.7,2024,Thursday,
Call_8125,C0014,94,R03,19-Oct-23,120,3.5,2024,Thursday,
Call_8126,C0015,126,R04,20-Oct-23,80,4.7,2024,Friday,
Call_8127,C0002,105,R01,20-Oct-23,185,3.5,2024,Friday,
Call_8128,C0011,60,R05,21-Oct-23,135,3.9,2024,Saturday,
Call_8129,C0011,72,R01,21-Oct-23,20,4.8,2024,Saturday,
Call_8130,C0012,40,R01,21-Oct-23,31,4,2024,Saturday,
Call_8131,C0008,54,R04,22-Oct-23,120,4.7,2024,Sunday,
Call_8132,C0004,81,R02,22-Oct-23,117,3.6,2024,Sunday,
Call_8133,C0008,76,R03,22-Oct-23,80,4.5,2024,Sunday,
Call_8134,C0008,37,R05,23-Oct-23,117,4,2024,Monday,
Call_8135,C0002,96,R04,23-Oct-23,60,4.5,2024,Monday,
Call_8136,C0011,19,R03,24-Oct-23,58,3.9,2024,Tuesday,
Call_8137,C0012,72,R05,24-Oct-23,41,4.3,2024,Tuesday,
Call_8138,C0014,73,R02,24-Oct-23,180,3.6,2024,Tuesday,
Call_8139,C0001,87,R02,24-Oct-23,42,3.6,2024,Tuesday,
Call_8140,C0001,68,R02,25-Oct-23,24,4,2024,Wednesday,
Call_8141,C0012,101,R02,25-Oct-23,125,4.2,2024,Wednesday,
Call_8142,C0012,107,R05,26-Oct-23,78,4.3,2024,Thursday,
Call_8143,C0009,109,R01,26-Oct-23,180,3.8,2024,Thursday,
Call_8144,C0013,171,R05,26-Oct-23,84,4.4,2024,Thursday,
Call_8145,C0011,21,R05,26-Oct-23,26,4.7,2024,Thursday,
Call_8146,C0004,94,R05,27-Oct-23,140,3.6,2024,Friday,
Call_8147,C0014,97,R01,27-Oct-23,31,2.2,2024,Friday,
Call_8148,C0002,72,R01,27-Oct-23,108,4.8,2024,Friday,
Call_8149,C0013,143,R04,28-Oct-23,58,4.3,2024,Saturday,
Call_8150,C0013,64,R01,28-Oct-23,185,2.2,2024,Saturday,
Call_8151,C0013,69,R01,28-Oct-23,40,4.8,2024,Saturday,
Call_8152,C0013,18,R03,28-Oct-23,225,2.6,2024,Saturday,
Call_8153,C0014,100,R04,28-Oct-23,150,2.6,2024,Saturday,
Call_8154,C0010,110,R02,29-Oct-23,88,3.4,2024,Sunday,
Call_8155,C0006,41,R05,29-Oct-23,140,3.7,2024,Sunday,
Call_8156,C0010,147,R02,29-Oct-23,68,2.1,2024,Sunday,
Call_8157,C0004,31,R03,30-Oct-23,105,3.6,2024,Monday,
Call_8158,C0001,142,R05,30-Oct-23,40,3.8,2024,Monday,
Call_8159,C0009,61,R05,30-Oct-23,82,3.1,2024,Monday,
Call_8160,C0003,86,R03,31-Oct-23,90,4.4,2024,Tuesday,
Call_8161,C0005,165,R04,1-Nov-23,66,4.8,2024,Wednesday,
Call_8162,C0008,62,R02,1-Nov-23,78,3.5,2024,Wednesday,
Call_8163,C0014,103,R04,2-Nov-23,66,4.4,2024,Thursday,
Call_8164,C0001,56,R03,3-Nov-23,160,3.8,2024,Friday,
Call_8165,C0012,114,R05,4-Nov-23,144,3.8,2024,Saturday,
Call_8166,C0001,112,R01,4-Nov-23,200,4.6,2024,Saturday,
Call_8167,C0007,52,R02,6-Nov-23,220,5,2024,Monday,
Call_8168,C0014,105,R04,7-Nov-23,112,3.2,2024,Tuesday,
Call_8169,C0005,91,R03,7-Nov-23,110,3.7,2024,Tuesday,
Call_8170,C0015,74,R05,8-Nov-23,160,2.7,2024,Wednesday,
Call_8171,C0015,30,R03,8-Nov-23,84,4,2024,Wednesday,
Call_8172,C0005,56,R02,8-Nov-23,124,2.6,2024,Wednesday,
Call_8173,C0015,151,R01,8-Nov-23,84,4.6,2024,Wednesday,
Call_8174,C0004,108,R04,9-Nov-23,130,2.7,2024,Thursday,
Call_8175,C0012,124,R05,9-Nov-23,215,3.5,2024,Thursday,
Call_8176,C0014,110,R02,10-Nov-23,132,3.6,2024,Friday,
Call_8177,C0010,89,R04,10-Nov-23,88,4.9,2024,Friday,
Call_8178,C0003,95,R02,10-Nov-23,140,3.9,2024,Friday,
Call_8179,C0015,84,R04,11-Nov-23,66,4.7,2024,Saturday,
Call_8180,C0002,89,R05,11-Nov-23,23,4.5,2024,Saturday,
Call_8181,C0010,146,R05,12-Nov-23,220,4.5,2024,Sunday,
Call_8182,C0013,62,R03,13-Nov-23,175,4.4,2024,Monday,
Call_8183,C0001,82,R05,13-Nov-23,172,4.1,2024,Monday,
Call_8184,C0009,91,R01,13-Nov-23,108,3.8,2024,Monday,
Call_8185,C0002,39,R05,14-Nov-23,43,4.2,2024,Tuesday,
Call_8186,C0010,149,R02,14-Nov-23,44,2.2,2024,Tuesday,
Call_8187,C0001,138,R03,14-Nov-23,105,3.9,2024,Tuesday,
Call_8188,C0013,113,R02,15-Nov-23,34,3.9,2024,Wednesday,
Call_8189,C0011,88,R05,15-Nov-23,220,4.1,2024,Wednesday,
Call_8190,C0003,64,R03,15-Nov-23,225,4.6,2024,Wednesday,
Call_8191,C0005,53,R03,16-Nov-23,37,4.1,2024,Thursday,
Call_8192,C0012,63,R02,16-Nov-23,44,5,2024,Thursday,
Call_8193,C0007,54,R02,17-Nov-23,35,2.8,2024,Friday,
Call_8194,C0012,54,R05,17-Nov-23,145,2.7,2024,Friday,
Call_8195,C0010,71,R03,17-Nov-23,64,3.9,2024,Friday,
Call_8196,C0012,93,R05,18-Nov-23,185,4.3,2024,Saturday,
Call_8197,C0014,96,R02,18-Nov-23,215,2.5,2024,Saturday,
Call_8198,C0002,31,R01,18-Nov-23,88,3.4,2024,Saturday,
Call_8199,C0012,107,R03,18-Nov-23,23,3.4,2024,Saturday,
Call_8200,C0005,50,R01,19-Nov-23,180,1.8,2024,Sunday,
Call_8201,C0001,69,R03,20-Nov-23,225,3.7,2024,Monday,
Call_8202,C0011,26,R02,21-Nov-23,74,4.1,2024,Tuesday,
Call_8203,C0014,158,R03,21-Nov-23,36,3,2024,Tuesday,
Call_8204,C0007,99,R03,23-Nov-23,116,3.9,2024,Thursday,
Call_8205,C0014,78,R01,23-Nov-23,140,4,2024,Thursday,
Call_8206,C0014,102,R02,24-Nov-23,104,4.5,2024,Friday,
Call_8207,C0007,158,R04,24-Nov-23,148,4,2024,Friday,
Call_8208,C0002,56,R03,24-Nov-23,205,4.3,2024,Friday,
Call_8209,C0004,17,R05,24-Nov-23,210,4.8,2024,Friday,
Call_8210,C0011,104,R04,26-Nov-23,41,4.7,2024,Sunday,
Call_8211,C0015,96,R01,26-Nov-23,136,5,2024,Sunday,
Call_8212,C0009,83,R02,27-Nov-23,126,1.5,2024,Monday,
Call_8213,C0005,80,R05,28-Nov-23,148,4.1,2024,Tuesday,
Call_8214,C0009,152,R02,28-Nov-23,125,3.9,2024,Tuesday,
Call_8215,C0010,34,R01,28-Nov-23,25,4.1,2024,Tuesday,
Call_8216,C0013,2,R03,29-Nov-23,62,2.8,2024,Wednesday,
Call_8217,C0005,140,R01,30-Nov-23,90,4.6,2024,Thursday,
Call_8218,C0004,126,R04,1-Dec-23,33,4.8,2024,Friday,
Call_8219,C0014,79,R03,1-Dec-23,115,2.3,2024,Friday,
Call_8220,C0004,133,R04,1-Dec-23,45,2.6,2024,Friday,
Call_8221,C0010,97,R05,1-Dec-23,114,4.8,2024,Friday,
Call_8222,C0014,102,R02,2-Dec-23,72,3.7,2024,Saturday,
Call_8223,C0006,62,R05,2-Dec-23,205,4.2,2024,Saturday,
Call_8224,C0004,149,R02,3-Dec-23,42,3.3,2024,Sunday,
Call_8225,C0013,133,R05,3-Dec-23,96,4.3,2024,Sunday,
Call_8226,C0014,51,R03,3-Dec-23,64,3.7,2024,Sunday,
Call_8227,C0006,110,R05,4-Dec-23,72,3.7,2024,Monday,
Call_8228,C0010,38,R04,5-Dec-23,27,3.1,2024,Tuesday,
Call_8229,C0013,78,R04,7-Dec-23,200,2.4,2024,Thursday,
Call_8230,C0010,25,R02,8-Dec-23,93,3.5,2024,Friday,
Call_8231,C0012,50,R03,8-Dec-23,54,4.3,2024,Friday,
Call_8232,C0010,103,R02,9-Dec-23,72,3.4,2024,Saturday,
Call_8233,C0009,63,R01,9-Dec-23,82,3.7,2024,Saturday,
Call_8234,C0012,96,R03,13-Dec-23,164,4.8,2024,Wednesday,
Call_8235,C0005,94,R02,13-Dec-23,78,3.3,2024,Wednesday,
Call_8236,C0006,46,R04,14-Dec-23,135,4.2,2024,Thursday,
Call_8237,C0008,127,R03,15-Dec-23,145,2.6,2024,Friday,
Call_8238,C0007,96,R04,15-Dec-23,115,4.9,2024,Friday,
Call_8239,C0001,151,R02,15-Dec-23,117,2,2024,Friday,
Call_8240,C0008,158,R05,16-Dec-23,36,4.7,2024,Saturday,
Call_8241,C0005,45,R05,16-Dec-23,84,2.8,2024,Saturday,
Call_8242,C0002,141,R05,16-Dec-23,66,3.2,2024,Saturday,
Call_8243,C0010,147,R04,16-Dec-23,76,4.7,2024,Saturday,
Call_8244,C0015,126,R04,16-Dec-23,185,4.8,2024,Saturday,
Call_8245,C0005,126,R01,17-Dec-23,80,4.7,2024,Sunday,
Call_8246,C0013,32,R04,17-Dec-23,148,4,2024,Sunday,
Call_8247,C0005,84,R03,19-Dec-23,180,4.9,2024,Tuesday,
Call_8248,C0009,120,R01,20-Dec-23,190,3.7,2024,Wednesday,
Call_8249,C0011,93,R04,20-Dec-23,38,4.5,2024,Wednesday,
Call_8250,C0007,76,R02,21-Dec-23,82,2.1,2024,Thursday,
Call_8251,C0008,89,R04,24-Dec-23,88,2.8,2024,Sunday,
Call_8252,C0014,91,R03,24-Dec-23,42,4.1,2024,Sunday,
Call_8253,C0006,7,R05,25-Dec-23,64,3.3,2024,Monday,
Call_8254,C0013,140,R05,25-Dec-23,105,1.7,2024,Monday,
Call_8255,C0004,58,R01,25-Dec-23,25,3.6,2024,Monday,
Call_8256,C0003,90,R02,26-Dec-23,176,3.6,2024,Tuesday,
Call_8257,C0003,106,R04,27-Dec-23,46,4.6,2024,Wednesday,
Call_8258,C0009,72,R05,27-Dec-23,164,4.8,2024,Wednesday,
Call_8259,C0006,124,R05,28-Dec-23,64,4.5,2024,Thursday,
Call_8260,C0002,86,R03,28-Dec-23,205,4.5,2024,Thursday,
Call_8261,C0005,164,R03,29-Dec-23,100,4.6,2024,Friday,
Call_8262,C0011,40,R02,29-Dec-23,111,4.6,2024,Friday,
Call_8263,C0014,76,R01,29-Dec-23,80,3.5,2024,Friday,
Call_8264,C0006,95,R04,29-Dec-23,50,2.9,2024,Friday,
Call_8265,C0014,113,R05,30-Dec-23,165,4.7,2024,Saturday,
Call_8266,C0002,81,R05,30-Dec-23,28,3.9,2024,Saturday,
Call_8267,C0007,127,R04,30-Dec-23,215,3.8,2024,Saturday,
Call_8268,C0013,146,R05,31-Dec-23,115,2.3,2024,Sunday,
Call_8269,C0010,123,R05,31-Dec-23,64,3.7,2024,Sunday,
Call_8270,C0009,114,R01,31-Dec-23,40,3.9,2024,Sunday,
